GTIN,BaseUnit,NetWeight,NetWeightUnitOfMeasure
7622300254902,BI,0.095,KGM
7622300254896,PI,1.9,KGM
7622300287696,PI,0.475,KGM
17622300287693,PI,1.9,KGM
7622300343156,BA,,
7622300343163,BA,,
7622400010873,BI,0.2,KGM
7622200176243,PI,1.2,KGM
7622300253424,BI,0.3,KGM
7622300253394,PI,1.8,KGM
7622300328573,BI,0.045,KGM
7622300279745,PI,0.72,KGM
7622300338039,BI,0.136,KGM
7622300397524,PI,0.272,KGM
7622300338046,PI,2.72,KGM
7622300397463,PI,2.72,KGM
7622300351953,BI,0.136,KGM
7622300351946,PI,2.72,KGM
7622300397425,PI,0.272,KGM
7622300397418,PI,2.72,KGM
7622300351991,BI,0.136,KGM
7622300351984,PI,2.72,KGM
7622300397494,PI,0.272,KGM
7622300397432,PI,2.72,KGM
7622300352011,BI,0.136,KGM
7622300397500,PI,0.272,KGM
7622300352004,PI,2.72,KGM
7622300397449,PI,2.72,KGM
7622300352066,BI,0.136,KGM
7622300352042,PI,2.72,KGM
7622300397517,PI,0.272,KGM
7622300397456,PI,2.72,KGM
7622300201845,BI,0.013,KGM
7622300201814,PI,0.135,KGM
7622300229085,PI,,
7622300201777,PI,1.08,KGM
7622300338022,BI,0.128,KGM
7622300338015,PI,2.56,KGM
7622300397548,PI,0.256,KGM
7622300397487,PI,2.56,KGM
7622400005015,BI,0.25,KGM
4601738004092,PI,,
7622300225582,PI,,
7622200133376,PI,,
14601738004099,PI,,
7622300424497,BI,0.15,KGM
7622300424596,PI,3,KGM
7622300424633,BI,0.15,KGM
7622300424718,PI,3,KGM
7622300424640,BI,0.025,KGM
7622300424701,PI,0.5,KGM
7622300424756,PI,4,KGM
4600375010015,BI,0.26,KGM
14600375010012,PI,5.72,KGM
4600375913446,BI,0.104,KGM
14600375913443,PI,6.24,KGM
7622300337995,BI,0.128,KGM
7622300338008,PI,2.56,KGM
7622300397531,PI,0.256,KGM
7622300397470,PI,2.56,KGM
7622300407513,BI,0.095,KGM
7622300407537,PI,0.19,KGM
7622300407506,PI,1.14,KGM
7622300407520,PI,1.14,KGM
7622300138851,BI,0.163,KGM
7622300138806,PI,1.956,KGM
7622300446734,PI,3.26,KGM
7622300287641,PI,0.326,KGM
17622300287648,PI,1.956,KGM
7622300409319,PI,0.5,KGM
7622300409302,PI,3,KGM
4600375041859,BI,0.126,KGM
14600375041856,PI,7.56,KGM
7622300138950,BI,0.174,KGM
7622300138943,PI,2.088,KGM
7622300239800,BI,0.085,KGM
7622300256333,PI,0.34,KGM
7622300239787,PI,2.04,KGM
17622300256330,PI,2.04,KGM
7622300239886,BI,0.085,KGM
7622300239893,PI,2.04,KGM
7622300256364,PI,0.34,KGM
17622300256361,PI,2.04,KGM
7622300240028,BI,0.085,KGM
7622300256395,PI,0.34,KGM
7622300240035,PI,2.04,KGM
17622300256392,PI,2.04,KGM
7622300240394,BI,0.085,KGM
7622300274085,PI,0.34,KGM
7622300240400,PI,2.04,KGM
17622300274082,PI,2.04,KGM
7622300316556,BA,,
7622300316617,PI,,
7622300376277,BI,0.67,KGM
7622300376260,PI,6.7,KGM
4600375011494,BI,0.26,KGM
14600375011491,PI,5.72,KGM
4600375912456,PI,0.78,KGM
14600375912453,PI,4.68,KGM
7622300114299,BI,0.3,KGM
7622300436346,PI,2.4,KGM
7622200269129,PI,4,KGM
7622200269136,PI,8,KGM
4600375011173,BI,0.29,KGM
4600375912463,PI,0.87,KGM
14600375011170,PI,6.38,KGM
14600375912460,PI,5.22,KGM
4600375041040,BI,0.15,KGM
4600375520323,PI,4.5,KGM
7622300253394,PI,3.6,KGM
7622300432768,PI,3.6,KGM
7622300323479,BI,0.045,KGM
7622300279547,PI,1.08,KGM
4600375910674,BI,0.12,KGM
24600375910678,PI,2.4,KGM
4600375913576,BI,0.136,KGM
4600375913729,PI,0.272,KGM
14600375913573,PI,2.72,KGM
14600375913726,PI,2.72,KGM
4600375040401,BI,0.038,KGM
4600375040418,PI,4.332,KGM
4600375910650,BI,0.12,KGM
24600375910654,PI,2.4,KGM
4600375910667,BI,0.12,KGM
24600375910661,PI,2.4,KGM
4600375911626,BI,0.1,KGM
24600375911620,PI,2.4,KGM
4600375911633,BI,0.1,KGM
24600375911637,PI,2.4,KGM
4600375913583,BI,0.136,KGM
14600375913580,PI,2.72,KGM
4600375913736,PI,0.272,KGM
14600375913733,PI,2.72,KGM
4600375913590,BI,0.136,KGM
14600375913597,PI,2.72,KGM
4600375913743,PI,0.272,KGM
14600375913740,PI,2.72,KGM
4600375913842,BI,0.22,KGM
14600375913849,PI,4.84,KGM
4600375913989,BI,0.176,KGM
14600375913986,PI,3.52,KGM
4600375914221,BI,0.19,KGM
14600375914228,PI,4.18,KGM
4600375914269,BI,0.153,KGM
14600375914266,PI,3.06,KGM
4600375914375,BI,0.44,KGM
14600375914372,PI,6.16,KGM
4600375913286,BI,0.15,KGM
4600375914023,PI,0.3,KGM
24600375913280,PI,3,KGM
14600375914020,PI,3,KGM
4600375913293,BI,0.15,KGM
24600375913297,PI,3,KGM
4600375914016,PI,0.3,KGM
14600375914013,PI,3,KGM
7622300139186,BI,0.231,KGM
7622300237936,PI,0.462,KGM
7622300139162,PI,2.772,KGM
17622300237933,PI,2.772,KGM
7622300139216,BI,0.346,KGM
7622300139209,PI,3.806,KGM
4600375911503,BI,0.2,KGM
24600375911507,PI,3,KGM
7622300165406,PI,0.5,KGM
17622300165403,PI,2,KGM
7622300164355,PI,0.5,KGM
7622300191917,PI,0.48,KGM
7622300201715,BI,,
7622300201708,PI,3,KGM
17622300164352,PI,2,KGM
4600375041910,BI,0.126,KGM
14600375041917,PI,7.56,KGM
4600375041965,BI,0.126,KGM
14600375041962,PI,7.56,KGM
4770100001462,BI,,
4823001411462,PI,1.344,KGM
7622300240165,BI,0.025,KGM
7622300240172,PI,1.2,KGM
7622300240196,BI,0.085,KGM
7622300274061,PI,0.34,KGM
7622300240202,PI,2.04,KGM
17622300274068,PI,2.04,KGM
4607001770831,BI,95,GRM
4607001770862,PI,1140,GRM
4600375913781,BI,0.03,KGM
14600375913788,PI,,
4600375913798,PI,0.15,KGM
7622300346089,PI,0.72,KGM
4600375914351,PI,0.3,KGM
14600375913795,PI,3,KGM
14600375914358,PI,2.4,KGM
7622300446772,PI,3.26,KGM
7622300444013,BI,0.5,KGM
7622300444006,PI,3,KGM
7622300266660,PI,0.5,KGM
4601738004054,PI,0.5,KGM
7622300201715,BI,0.25,KGM
4600375011159,BI,0.29,KGM
14600375011156,PI,6.38,KGM
4600375910599,BI,0.44,KGM
24600375910593,PI,6.16,KGM
3117341654032,BI,0.25,KGM
7622300628550,PI,3,KGM
4600375040982,BI,0.29,KGM
4600375912432,PI,0.87,KGM
14600375040989,PI,6.38,KGM
14600375912439,PI,5.22,KGM
4600375910797,BI,0.25,KGM
24600375910791,PI,3.5,KGM
4600375913484,BI,0.277,KGM
14600375913481,PI,4.986,KGM
4600375913491,BI,0.277,KGM
14600375913498,PI,4.986,KGM
7622300239855,BI,0.025,KGM
7622300239862,PI,1.2,KGM
7622300239992,BI,0.025,KGM
7622300240004,PI,1.2,KGM
7622300240226,BI,0.025,KGM
7622300240233,PI,1.2,KGM
7622300240363,BI,0.025,KGM
7622300240370,PI,1.2,KGM
7622300240424,BI,0.025,KGM
7622300240431,PI,1.2,KGM
4600375010756,BI,0.26,KGM
14600375010753,PI,5.72,KGM
4600375011425,BI,0.26,KGM
14600375011422,PI,5.72,KGM
4600375041538,BI,0.13,KGM
4600375912807,PI,0.78,KGM
4600375140088,PI,7.8,KGM
14600375912804,PI,7.8,KGM
4600375041774,BI,0.126,KGM
4600375420166,PI,5.04,KGM
4600375912685,PI,0.756,KGM
14600375912682,PI,6.048,KGM
4600375041798,BI,0.126,KGM
14600375041795,PI,7.56,KGM
4600375912722,PI,0.63,KGM
14600375912729,PI,7.56,KGM
4600375041811,BI,0.126,KGM
4600375912739,PI,0.63,KGM
14600375041818,PI,7.56,KGM
14600375912736,PI,7.56,KGM
4600375041835,BI,0.126,KGM
14600375041832,PI,7.56,KGM
4600375912746,PI,0.63,KGM
14600375912743,PI,7.56,KGM
4600375041897,BI,0.126,KGM
14600375041894,PI,7.56,KGM
4600375912784,PI,0.63,KGM
14600375912781,PI,7.56,KGM
4600375041934,BI,0.13,KGM
4600375912814,PI,0.78,KGM
4600375140040,PI,7.8,KGM
14600375912811,PI,7.8,KGM
4600375041958,BI,0.13,KGM
4600375140125,PI,7.8,KGM
4600375912791,PI,0.78,KGM
14600375912798,PI,7.8,KGM
4600375910711,BI,0.13,KGM
24600375910715,PI,7.8,KGM
4600375912845,PI,0.78,KGM
14600375912842,PI,7.8,KGM
4600375910803,BI,0.13,KGM
24600375910807,PI,7.8,KGM
4600375911268,BI,0.126,KGM
24600375911262,PI,5.04,KGM
4600375911572,BI,0.15,KGM
24600375911576,PI,4.5,KGM
4600375912708,PI,0.9,KGM
14600375912705,PI,5.4,KGM
4600375912876,BI,0.104,KGM
4600375912838,PI,0.52,KGM
24600375912870,PI,6.24,KGM
14600375912835,PI,6.24,KGM
4600375912883,BI,0.104,KGM
4600375912821,PI,0.52,KGM
24600375912887,PI,6.24,KGM
14600375912828,PI,6.24,KGM
4600375913255,BI,0.13,KGM
14600375913252,PI,7.8,KGM
4600375913453,BI,0.104,KGM
14600375913450,PI,6.24,KGM
4600375913460,BI,0.277,KGM
14600375913467,PI,4.986,KGM
4600375913477,BI,0.277,KGM
14600375913474,PI,4.986,KGM
4600375913637,BI,0.52,KGM
14600375913634,PI,7.8,KGM
4600375914207,BI,0.126,KGM
4600375914320,PI,0.63,KGM
14600375914204,PI,7.56,KGM
14600375914327,PI,7.56,KGM
4600375914214,BI,0.13,KGM
14600375914211,PI,7.8,KGM
4600375914337,PI,0.78,KGM
14600375914334,PI,7.8,KGM
7622300139124,BI,0.173,KGM
7622300139117,PI,2.422,KGM
4600375910582,BI,0.4,KGM
4600375912401,PI,0.8,KGM
24600375910586,PI,5.6,KGM
14600375912408,PI,4.8,KGM
4600375910681,BI,0.28,KGM
14600375910688,PI,6.16,KGM
4600375910773,BI,0.25,KGM
24600375910777,PI,3.5,KGM
4600375910780,BI,0.25,KGM
24600375910784,PI,3.5,KGM
4600375911442,BI,0.2,KGM
24600375911446,PI,3,KGM
4600375911459,BI,0.2,KGM
24600375911453,PI,3,KGM
4600375911558,BI,0.2,KGM
24600375911552,PI,3,KGM
4600375912913,BI,0.25,KGM
24600375912917,PI,3.5,KGM
4600375913392,BI,0.2,KGM
14600375913399,PI,3,KGM
4600375914412,BI,0.126,KGM
14600375914419,PI,5.04,KGM
7622300377236,PI,0.504,KGM
7622300428532,PI,5.04,KGM
4600375914429,BI,0.352,KGM
14600375914426,PI,7.744,KGM
4607001770558,BI,0.048,KGM
4607001770572,PI,0.57,KGM
4607001770879,BI,0.15,KGM
4607001770893,PI,1.35,KGM
4607001770886,BI,0.19,KGM
4607001770909,PI,1.14,KGM
4607001770923,BI,0.05,KGM
4607001770930,PI,0.6,KGM
4607001771791,BI,0.095,KGM
4607001771807,PI,1.14,KGM
7622300138899,BI,0.204,KGM
7622300138882,PI,2.04,KGM
7622300138998,BI,0.218,KGM
7622300138967,PI,2.18,KGM
7622300139049,BI,0.214,KGM
7622300139025,PI,2.14,KGM
7622300139094,BI,0.287,KGM
7622300139063,PI,2.87,KGM
7622300239848,BI,0.16,KGM
7622300239817,PI,2.88,KGM
7622300239916,BI,0.16,KGM
7622300239923,PI,2.88,KGM
7622300240066,BI,0.16,KGM
7622300240073,PI,2.88,KGM
7622300240103,BI,0.085,KGM
7622300240141,PI,2.04,KGM
7622300240257,BI,0.085,KGM
7622300240264,PI,2.04,KGM
7622300256470,PI,0.34,KGM
17622300256477,PI,2.04,KGM
7622300240295,PI,2.88,KGM
7622300240325,BI,0.16,KGM
7622300240332,PI,2.88,KGM
7622300240455,BI,0.085,KGM
7622300240462,PI,2.04,KGM
7622300256449,PI,0.34,KGM
17622300256446,PI,2.04,KGM
7622300248758,BI,0.095,KGM
7622300248741,PI,1.14,KGM
7622300302115,PI,0.095,KGM
7622300302153,PI,0.19,KGM
17622300302150,PI,1.14,KGM
7622300302146,PI,0.57,KGM
7622300248789,BI,0.095,KGM
7622300302160,PI,0.19,KGM
7622300248772,PI,1.14,KGM
17622300302167,PI,1.14,KGM
7622300248949,BI,0.095,KGM
7622300248932,PI,1.14,KGM
7622300248963,BI,0.19,KGM
7622300248956,PI,1.14,KGM
7622300252137,BI,0.13,KGM
7622300252120,PI,1.56,KGM
7622300252694,BI,0.09,KGM
7622300177423,PI,1.8,KGM
7622300376253,PI,0.45,KGM
7622300376246,PI,1.8,KGM
7622300254285,BI,0.048,KGM
7622300254278,PI,0.57,KGM
7622300278830,BI,0.192,KGM
7622300278823,PI,2.298,KGM
7622300333577,BI,0.2,KGM
7622300333560,PI,2.4,KGM
7622300333591,BI,0.2,KGM
7622300333584,PI,2.4,KGM
7622300373726,BI,0.5,KGM
7622300373719,PI,3,KGM
7622300376307,BI,0.154,KGM
7622300376284,PI,1.848,KGM
7622300407490,BI,0.048,KGM
7622300407483,PI,0.57,KGM
7622300409814,BI,0.27,KGM
7622300410100,PI,2.7,KGM
7622300302153,PI,190,GRM
17622300302150,PI,1140,GRM
7622300302160,PI,190,GRM
17622300302167,PI,1140,GRM
7622300440695,BI,190,GRM
7622300440701,PI,1140,GRM
7622300377236,PI,504,GRM
7622300428532,PI,5040,GRM
7622300409814,BI,270,GRM
7622300410100,PI,2700,GRM
7622300409319,PI,500,GRM
7622300409302,PI,3000,GRM
4601738005464,BI,100,GRM
14601738005461,PI,2000,GRM
7622300187439,PI,500,GRM
17622300187436,PI,2000,GRM
4601738005471,BI,100,GRM
7622300187446,PI,500,GRM
14601738005478,PI,2000,GRM
17622300187443,PI,2000,GRM
7622300254650,BI,95,GRM
7622300287658,PI,475,GRM
7622300254643,PI,1900,GRM
17622300287655,PI,1900,GRM
7622300254681,BI,95,GRM
7622300287665,PI,475,GRM
7622300254667,PI,1900,GRM
17622300287662,PI,1900,GRM
7622300254735,BI,95,GRM
7622300254728,PI,1900,GRM
7622300287672,PI,475,GRM
17622300287679,PI,1900,GRM
7622300254827,BI,95,GRM
7622300287689,PI,475,GRM
7622300254810,PI,1900,GRM
17622300287686,PI,1900,GRM
7622300254872,BI,95,GRM
7622300254865,PI,1900,GRM
7622300254902,BI,95,GRM
7622300254896,PI,1900,GRM
4601738003392,BI,200,GRM
24601738003396,PI,2400,GRM
7622300407537,PI,190,GRM
7622300407520,PI,1140,GRM
4601738000414,BI,200,GRM
24601738000418,PI,2000,GRM
7622300187323,PI,400,GRM
17622300187320,PI,2000,GRM
4607001770442,PI,570,GRM
4607001770732,PI,190,GRM
14607001770739,PI,570,GRM
4607001771609,PI,1140,GRM
7622300187606,PI,190,GRM
17622300187603,PI,1140,GRM
4607001770367,BI,47.5,GRM
4607001770466,PI,570,GRM
4607001770374,BI,95,GRM
7622300187583,PI,190,GRM
4607001771616,PI,1140,GRM
17622300187580,PI,1140,GRM
4607001770404,BI,95,GRM
4607001771623,PI,1140,GRM
7622300187613,PI,190,GRM
17622300187610,PI,1140,GRM
4607001770411,BI,190,GRM
4607001770510,PI,1140,GRM
4607001770428,BI,95,GRM
4607001770527,PI,570,GRM
4607001770435,BI,190,GRM
4607001770534,PI,1140,GRM
4607001770558,BI,47.5,GRM
4607001770572,PI,570,GRM
4607001770817,BI,100,GRM
4607001770848,PI,1200,GRM
4607001770824,BI,200,GRM
4607001770855,PI,1200,GRM
7622300374730,PI,3990,GRM
4607001770879,BI,150,GRM
4607001770893,PI,1350,GRM
4607001770886,BI,190,GRM
4607001770909,PI,1140,GRM
4607001770923,BI,50,GRM
4607001770930,PI,600,GRM
4607001770947,BI,100,GRM
4607001770985,PI,600,GRM
4607001770954,BI,250,GRM
4607001770992,PI,1500,GRM
4607001771135,BI,2,GRM
4607001771142,PI,50,GRM
4607001771159,PI,400,GRM
4607001771197,BI,1.8,GRM
4607001771203,PI,45,GRM
4607001771210,PI,360,GRM
4607001771227,BI,2,GRM
4607001771678,PI,60,GRM
4607001771685,PI,480,GRM
4607001771364,BI,190,GRM
7622300374747,PI,5510,GRM
4607001771425,PI,1140,GRM
4607001771555,BI,190,GRM
4607001771586,PI,1140,GRM
7622300401917,PI,190,GRM
4607001771791,BI,95,GRM
4607001771807,PI,1140,GRM
7622300248758,BI,95,GRM
7622300248741,PI,1140,GRM
7622300248789,BI,95,GRM
7622300248772,PI,1140,GRM
7622300248840,BI,190,GRM
7622300248833,PI,1140,GRM
7622300248949,BI,95,GRM
7622300248932,PI,1140,GRM
7622300248963,BI,190,GRM
7622300248956,PI,1140,GRM
7622300252700,BI,90,GRM
7622300177430,PI,1800,GRM
7622300432768,PI,3600,GRM
7622300253462,BI,300,GRM
7622300253455,PI,2700,GRM
7622300254285,BI,47.5,GRM
7622300254278,PI,570,GRM
7622300363116,BI,209,GRM
7622300363109,PI,1254,GRM
7622300373726,BI,500,GRM
7622300373719,PI,3000,GRM
7622300426347,BI,240,GRM
7622300426330,PI,1440,GRM
7622300444013,BI,500,GRM
7622300444006,PI,3000,GRM
4601738004672,BI,70,GRM
24601738004676,PI,1400,GRM
4601738004689,BI,70,GRM
24601738004683,PI,1400,GRM
4600375912463,PI,870,GRM
14600375912460,PI,5220,GRM
3117341654018,BI,250,GRM
7622300281960,PI,3000,GRM
4601738004054,PI,500,GRM
14600375914426,PI,7744,GRM
7614500010310,BI,100,GRM
7614500034033,BI,400,GRM
7622200269129,PI,4000,GRM
7622200269136,PI,8000,GRM
7614500035788,BI,200,GRM
7622300147198,BI,210,GRM
7622300147181,PI,1260,GRM
7622300374037,PI,1470,GRM
7622300147204,PI,1440,GRM
7622300147235,BI,300,GRM
7622300147228,PI,1800,GRM
7622400005015,BI,250,GRM
7622300266660,PI,500,GRM
4823001406048,PI,60,GRM
4823001406055,PI,720,GRM
4823001406321,PI,60,GRM
4823001406451,PI,720,GRM
3117341654032,BI,250,GRM
7622300628550,PI,3000,GRM
4600375010015,BI,260,GRM
14600375010012,PI,5720,GRM
4600375010756,BI,260,GRM
14600375010753,PI,5720,GRM
4600375011159,BI,290,GRM
14600375011156,PI,6380,GRM
4600375011173,BI,290,GRM
14600375011170,PI,6380,GRM
4600375011425,BI,260,GRM
14600375011422,PI,5720,GRM
4600375040982,BI,290,GRM
14600375040989,PI,6380,GRM
4600375041040,BI,150,GRM
4600375520323,PI,4500,GRM
4600375041538,BI,130,GRM
4600375140088,PI,7800,GRM
4600375041774,BI,126,GRM
4600375420166,PI,5040,GRM
4600375041798,BI,126,GRM
14600375041795,PI,7560,GRM
4600375041811,BI,126,GRM
14600375041818,PI,7560,GRM
4600375041835,BI,126,GRM
14600375041832,PI,7560,GRM
4600375041897,BI,126,GRM
14600375041894,PI,7560,GRM
4600375041910,BI,126,GRM
14600375041917,PI,7560,GRM
4600375041934,BI,130,GRM
4600375140040,PI,7800,GRM
4600375041958,BI,130,GRM
4600375140125,PI,7800,GRM
4600375041965,BI,126,GRM
14600375041962,PI,7560,GRM
4600375910582,BI,400,GRM
24600375910586,PI,5600,GRM
4600375910599,BI,440,GRM
24600375910593,PI,6160,GRM
4600375910681,BI,280,GRM
14600375910688,PI,6160,GRM
4600375910711,BI,130,GRM
24600375910715,PI,7800,GRM
4600375910773,BI,250,GRM
24600375910777,PI,3500,GRM
4600375910780,BI,250,GRM
24600375910784,PI,3500,GRM
4600375910797,BI,250,GRM
24600375910791,PI,3500,GRM
4600375910803,BI,130,GRM
24600375910807,PI,7800,GRM
4600375911268,BI,126,GRM
24600375911262,PI,5040,GRM
4600375911442,BI,200,GRM
24600375911446,PI,3000,GRM
4600375911459,BI,200,GRM
24600375911453,PI,3000,GRM
4600375911503,BI,200,GRM
24600375911507,PI,3000,GRM
4600375911558,BI,200,GRM
24600375911552,PI,3000,GRM
4600375911572,BI,150,GRM
24600375911576,PI,4500,GRM
4600375912876,BI,104,GRM
24600375912870,PI,6240,GRM
4600375912883,BI,104,GRM
24600375912887,PI,6240,GRM
4600375912913,BI,250,GRM
24600375912917,PI,3500,GRM
4600375913255,BI,130,GRM
14600375913252,PI,7800,GRM
4600375913286,BI,150,GRM
24600375913280,PI,3000,GRM
4600375913293,BI,150,GRM
24600375913297,PI,3000,GRM
4600375913392,BI,200,GRM
14600375913399,PI,3000,GRM
4600375913446,BI,104,GRM
14600375913443,PI,6240,GRM
4600375913453,BI,104,GRM
14600375913450,PI,6240,GRM
4600375913460,BI,277,GRM
14600375913467,PI,4986,GRM
4600375913477,BI,277,GRM
14600375913474,PI,4986,GRM
4600375913484,BI,277,GRM
14600375913481,PI,4986,GRM
4600375913491,BI,277,GRM
14600375913498,PI,4986,GRM
4600375913637,BI,520,GRM
14600375913634,PI,7800,GRM
4600375913781,BI,30,GRM
4600375913798,PI,150,GRM
14600375913795,PI,3000,GRM
4600375914207,BI,126,GRM
14600375914204,PI,7560,GRM
4600375914214,BI,130,GRM
14600375914211,PI,7800,GRM
4600375914412,BI,126,GRM
14600375914419,PI,5040,GRM
4601738000438,BI,200,GRM
24601738000432,PI,2000,GRM
4601738000452,BI,200,GRM
24601738000456,PI,2000,GRM
4601738001251,BI,200,GRM
24601738001255,PI,2400,GRM
4601738004610,BI,100,GRM
24601738004614,PI,2000,GRM
4601738004627,BI,100,GRM
24601738004621,PI,2000,GRM
4601738004634,BI,100,GRM
24601738004638,PI,2000,GRM
4601738004641,BI,100,GRM
24601738004645,PI,2000,GRM
4601738004665,BI,70,GRM
24601738004669,PI,1400,GRM
4601738005532,BI,100,GRM
14601738005539,PI,2000,GRM
4601738005556,BI,100,GRM
14601738005553,PI,2000,GRM
4601738005563,BI,100,GRM
14601738005560,PI,2000,GRM
4601738005570,BI,90,GRM
14601738005577,PI,1800,GRM
4601738005587,BI,90,GRM
14601738005584,PI,1800,GRM
4601738005594,BI,90,GRM
14601738005591,PI,1800,GRM
4601738005600,BI,100,GRM
14601738005607,PI,2000,GRM
4601738005662,BI,100,GRM
14601738005669,PI,2000,GRM
7622300401900,PI,1140,GRM
4823001412094,BI,240,GRM
4823001412421,PI,1920,GRM
4823001412100,BI,240,GRM
4823001412414,PI,1920,GRM
7622300114299,BI,300,GRM
7622300436346,PI,2400,GRM
7622300120887,PI,1920,GRM
7622300123987,BI,100,GRM
7622300123970,PI,2000,GRM
7622300124038,PI,2000,GRM
7622300138547,BI,250,GRM
7622300138523,PI,3000,GRM
7622300138578,BI,250,GRM
7622300138561,PI,3000,GRM
7622300138622,BI,250,GRM
7622300138615,PI,3000,GRM
7622300138691,BI,200,GRM
7622300138684,PI,2000,GRM
7622300138714,BI,200,GRM
7622300138707,PI,2000,GRM
7622300138745,BI,200,GRM
7622300138738,PI,2000,GRM
7622300138783,BI,90,GRM
7622300138776,PI,1800,GRM
7622300138851,BI,163,GRM
7622300446734,PI,3260,GRM
7622300138806,PI,1956,GRM
7622300138899,BI,204,GRM
7622300138882,PI,2040,GRM
7622300138998,BI,218,GRM
7622300138967,PI,2180,GRM
7622300139049,BI,214,GRM
7622300139025,PI,2140,GRM
7622300139094,BI,287,GRM
7622300139063,PI,2870,GRM
7622300139124,BI,173,GRM
7622300139117,PI,2422,GRM
7622300139186,BI,231,GRM
7622300139162,PI,2772,GRM
7622300139216,BI,346,GRM
7622300139209,PI,3806,GRM
7622300374013,PI,1800,GRM
7622300201715,BI,250,GRM
7622300201708,PI,3000,GRM
7622300238254,BI,90,GRM
7622300238247,PI,1800,GRM
7622300239800,BI,85,GRM
7622300239787,PI,2040,GRM
7622300239848,BI,160,GRM
7622300239817,PI,2880,GRM
7622300239855,BI,25,GRM
7622300239862,PI,1200,GRM
7622300239886,BI,85,GRM
7622300239893,PI,2040,GRM
7622300239916,BI,160,GRM
7622300239923,PI,2880,GRM
7622300239992,BI,25,GRM
7622300240004,PI,1200,GRM
7622300240028,BI,85,GRM
7622300240035,PI,2040,GRM
7622300240066,BI,160,GRM
7622300240073,PI,2880,GRM
7622300240103,BI,85,GRM
7622300240141,PI,2040,GRM
7622300240165,BI,25,GRM
7622300240172,PI,1200,GRM
7622300240196,BI,85,GRM
7622300240202,PI,2040,GRM
7622300240226,BI,25,GRM
7622300240233,PI,1200,GRM
7622300240257,BI,85,GRM
7622300240264,PI,2040,GRM
7622300240295,PI,2880,GRM
7622300240325,BI,160,GRM
7622300240332,PI,2880,GRM
7622300240363,BI,25,GRM
7622300240370,PI,1200,GRM
7622300240394,BI,85,GRM
7622300240400,PI,2040,GRM
7622300240424,BI,25,GRM
7622300240431,PI,1200,GRM
7622300240455,BI,85,GRM
7622300240462,PI,2040,GRM
7622300352608,PI,190,GRM
7622300352592,PI,1140,GRM
7622300252137,BI,130,GRM
7622300252120,PI,1560,GRM
7622300252687,BI,90,GRM
7622300177416,PI,1800,GRM
7622300252694,BI,90,GRM
7622300177423,PI,1800,GRM
7622300254933,BI,188,GRM
7622300254926,PI,2256,GRM
7622300278830,BI,191.5,GRM
7622300278823,PI,2298,GRM
7622300323479,BI,45,GRM
7622300279547,PI,1080,GRM
7622300328573,BI,45,GRM
7622300279745,PI,720,GRM
7622300333577,BI,200,GRM
7622300333560,PI,2400,GRM
7622300333591,BI,200,GRM
7622300333584,PI,2400,GRM
7622300337995,BI,128,GRM
7622300338008,PI,2560,GRM
7622300338022,BI,128,GRM
7622300338015,PI,2560,GRM
7622300338039,BI,136,GRM
7622300338046,PI,2720,GRM
7622300351953,BI,136,GRM
7622300351946,PI,2720,GRM
7622300351991,BI,136,GRM
7622300351984,PI,2720,GRM
7622300352011,BI,136,GRM
7622300352004,PI,2720,GRM
7622300352066,BI,136,GRM
7622300352042,PI,2720,GRM
7622300359430,BI,150,GRM
7622300359423,PI,3150,GRM
7622300376277,BI,670,GRM
7622300376260,PI,6700,GRM
7622300376307,BI,154,GRM
7622300376284,PI,1848,GRM
7622300407490,BI,47.5,GRM
7622300407483,PI,570,GRM
7622300407513,BI,95,GRM
7622300407506,PI,1140,GRM
7622300424497,BI,150,GRM
7622300424596,PI,3000,GRM
7622300424633,BI,150,GRM
7622300424718,PI,3000,GRM
7622300424640,BI,25,GRM
7622300424701,PI,500,GRM
7622300424756,PI,4000,GRM
7622300461348,PI,450,GRM
7622300461331,PI,1800,GRM
4600375912685,PI,756,GRM
4600375910643,BI,0.26,KGM
14600375910640,PI,5.72,KGM
4600375912487,PI,0.78,KGM
14600375912484,PI,4.68,KGM
4600375912456,PI,780,GRM
14600375912453,PI,4680,GRM
4600375912432,PI,870,GRM
14600375912439,PI,5220,GRM
4600375912401,PI,800,GRM
14600375912408,PI,4800,GRM
4600375912487,PI,780,GRM
14600375912484,PI,4680,GRM
4600375912708,PI,900,GRM
14600375912705,PI,5400,GRM
7622300253424,BI,300,GRM
7622300253394,PI,1800,GRM
7622300141882,BI,150,GRM
7622300141875,PI,900,GRM
4601738005235,PI,350,GRM
14601738005232,PI,1400,GRM
7622300273217,PI,400,GRM
17622300273214,PI,2000,GRM
7622300412869,BI,60,GRM
7622300412876,PI,960,GRM
7622300440671,BI,190,GRM
7622300440688,PI,1140,GRM
4601738003408,PI,500,GRM
14601738003405,PI,2000,GRM
4600375914443,BI,270,GRM
14600375914440,PI,5940,GRM
4600375914450,BI,410,GRM
14600375914457,PI,5740,GRM
4600375914467,BI,230,GRM
14600375914464,PI,5060,GRM
4600375914474,BI,370,GRM
14600375914471,PI,5180,GRM
4600375914481,BI,245,GRM
14600375914488,PI,5390,GRM
4600375914498,BI,270,GRM
14600375914495,PI,5940,GRM
4600375914504,BI,270,GRM
14600375914501,PI,5940,GRM
4600375914511,BI,240,GRM
14600375914518,PI,5280,GRM
4600375914528,BI,240,GRM
