GTIN,BaseUnit,NetWeight,NetWeightUnitOfMeasure
4600974006624,BI,,
4600974006709,BI,,
4600974006730,BI,,
4600974006754,BI,,
4600974006761,BI,,
4600974006778,BI,,
4600974006815,BI,,
4600974006839,BI,,
4600974006846,BI,,
4600974006853,BI,,
4600974006860,BI,,
4600974006877,BI,,
4600974006884,BI,,
4600974006891,BI,,
4600974006914,BI,,
4600974006921,BI,,
4600974006938,BI,,
4600974006945,BI,,
4600974007034,BI,,
4600974007041,BI,,
4600974007058,BI,,
4600974007065,BI,,
4600974007089,BI,,
4600974007096,BI,,
4600974007102,BI,,
4600974007133,BI,,
4600974007140,BI,,
4600974007164,BI,,
4600974007188,BI,,
4600974007232,BI,,
4600974007256,BI,,
4600974007317,BI,,
4600974007324,BI,,
4600974007331,BI,,
4600974007348,BI,,
4600974007355,BI,,
4600974007362,BI,,
4600974007379,BI,,
4600974007386,BI,,
4600974007393,BI,,
4600974007409,BI,,
4600974007416,BI,,
4600974007423,BI,,
4600974007430,BI,,
4600974007447,BI,,
4600974007652,BI,,
4600974007669,BI,,
4600974007690,BI,,
4600974007706,BI,,
4600974007713,BI,,
4600974007720,BI,,
4600974007737,BI,,
4600974007744,BI,,
4600974007768,BI,,
4600974007812,BI,,
4600974007829,BI,,
4600974007836,BI,,
4600974007843,BI,,
4600974007874,BI,,
4600974007942,BI,,
4600974008215,BI,,
4600974008277,BI,,
4600974008291,BI,,
4600974008376,BI,,
4600974008406,BI,,
4600974008420,BI,,
4600974008444,BI,,
4600974008536,BI,,
4600974008635,BI,,
4600974008901,BI,,
4600974008918,BI,,
4600974008932,BI,,
4600974008949,BI,,
4601365027600,BI,,
4607036720368,BI,,
4607036720474,BI,,
4607036720504,BI,,
4607036729682,BI,,
4607043582348,BI,,
4607043583383,BI,,
4607043583741,BI,,
4607043583772,BI,,
4607043583918,BI,,
4607043584267,BI,,
4607043584274,BI,,
4607043584502,BI,,
4607043584786,BI,,
4607043584922,BI,,
4607043585066,BI,,
4607068413030,BI,,
4607068413504,BI,,
4607068413955,BI,,
4607068414211,BI,,
4607068414273,BI,,
4607104950246,BI,,
4607108290119,BI,,
4607108290171,BI,,
4607115256184,BI,,
4607115256436,BI,,
4607115256498,BI,,
4607115256825,BI,,
4607139710983,BI,,
4607139711171,BI,,
4607139711195,BI,,
4607139711201,BI,,
4607139711256,BI,,
4607139711324,BI,,
4607139711775,BI,,
4607139711782,BI,,
4607139711874,BI,,
4607139712697,BI,,
4607139712703,BI,,
4607139712888,BI,,
4607139712963,BI,,
4607139713090,BI,,
4607139713274,BI,,
4607139713328,BI,,
4607139713410,BI,,
4607139713427,BI,,
4607139713434,BI,,
4607139713540,BI,,
4607162361336,BI,,
4607162362845,BI,,
4607162362982,BI,,
4607162363309,BI,,
4607162364009,BI,,
4607162500254,BI,,
4607162500261,BI,,
4607162500391,BI,,
4602233002866,BI,35,GRM
800809060515,BI,,
4010864000012,BI,,
4010864000036,BI,,
4010864000043,BI,,
4010864000067,BI,,
4010864000074,BI,,
4010864000104,BI,,
4010864000227,BI,,
4010864000272,BI,,
4010864000302,BI,,
4010864000425,BI,,
4010864000531,BI,,
4010864010035,BI,,
4010864010073,BI,,
4010864010592,BI,,
4010864010608,BI,,
4010864010615,BI,,
4010864020003,BI,,
4010864020010,BI,,
4010864020041,BI,,
4010864020195,BI,,
4010864020850,BI,,
4010864040070,BI,,
4010864040766,BI,,
4047252100009,BI,,
4047252100023,BI,,
4047252100030,BI,,
4047252100047,BI,,
4047252100054,BI,,
4047252100061,BI,,
4047252100078,BI,,
4047252100085,BI,,
4047252100092,BI,,
4047252100108,BI,,
4047252100115,BI,,
4047252100139,BI,,
4606134009535,BI,,
4606517000715,BI,,
4606517000791,BI,,
4606517000807,BI,,
4607000001042,BI,,
4607131420019,BI,,
4607131420026,BI,,
4607131420033,BI,,
4607131420040,BI,,
4607131420057,BI,,
4607131420064,BI,,
4607131420071,BI,,
4607131420118,BI,,
4607131420125,BI,,
4607131420132,BI,,
4607131420149,BI,,
4607131420156,BI,,
4607131420163,BI,,
4607131420170,BI,,
4607131420187,BI,,
4607131420194,BI,,
4607131420200,BI,,
4607131420231,BI,,
4607131420286,BI,,
4607131420293,BI,,
4607131420552,BI,,
4607131420606,BI,,
4607131420613,BI,,
4607131420620,BI,,
4607131420651,BI,,
4607131420675,BI,,
4607131420699,BI,,
4607131420774,BI,,
4607131420804,BI,,
4607131420828,BI,,
8004100041217,BI,,
8008090021044,BI,,
8008090041080,BI,,
8008090041240,BI,,
8008090049031,BI,,
8008090049048,BI,,
8008090071148,BI,,
8008090078017,BI,,
8008090078666,BI,,
8008090079168,BI,,
8008090079601,BI,,
8008090079762,BI,,
8008090079915,BI,,
8008090079946,BI,,
8008090600041,BI,,
8008090600287,BI,,
8008090600416,BI,,
8008090600447,BI,,
8008090600454,BI,,
8008090600461,BI,,
8008090600478,BI,,
8008090600485,BI,,
8008090600508,BI,,
8025051349054,BI,,
8028356000149,BI,,
8028356000156,BI,,
8028356000163,BI,,
8028356000392,BI,,
8028356000408,BI,,
8028356000415,BI,,
8032487040011,BI,,
8032487040028,BI,,
8032487040035,BI,,
8032487040097,BI,,
8032487040103,BI,,
8032487040172,BI,,
8692499001419,BI,,
4607016390055,BI,,
4607016390116,BI,,
4607016390185,BI,,
4607016390307,BI,,
4607016390338,BI,,
4607016390345,BI,,
4607016390352,BI,,
4607016390512,BI,,
4607016390581,BI,,
4607016390598,BI,,
4607016390765,BI,,
4607016391915,BI,,
4607016391939,BI,,
4607016392073,BI,,
4607016392080,BI,,
4607016392103,BI,,
4607016392301,BI,,
4607016392318,BI,,
4607016392325,BI,,
4607016392332,BI,,
4607016392349,BI,,
4607016392356,BI,,
4607016392431,BI,,
4607016392479,BI,,
4607016392486,BI,,
4607016392493,BI,,
4607016392509,BI,,
4607016392547,BI,,
4607016392554,BI,,
4607016392608,BI,,
4607016392615,BI,,
4607016392622,BI,,
4607016392639,BI,,
4607016392646,BI,,
4607016392769,BI,,
4607016392783,BI,,
4607016392875,BI,,
4607016392882,BI,,
4607016392899,BI,,
4607016392905,BI,,
4607016392912,BI,,
4607016392929,BI,,
4607016392936,BI,,
4607016392943,BI,,
4607016392950,BI,,
4607016392967,BI,,
4607016392974,BI,,
4607016392981,BI,,
4607016392998,BI,,
4607016393001,BI,,
4607016393018,BI,,
4607016393025,BI,,
4607016393315,BI,,
4607016393353,BI,,
4607016393360,BI,,
4607016393377,BI,,
4607016393384,BI,,
4607016393513,BI,,
4607016393551,BI,,
4607016393568,BI,,
4607016393575,BI,,
4607016393582,BI,,
4607016393711,BI,,
4607016393759,BI,,
4607016393766,BI,,
4607016393773,BI,,
4607016393780,BI,,
4607016393919,BI,,
4607016393957,BI,,
4607016393964,BI,,
4607016393971,BI,,
4607016393988,BI,,
4607016395135,BI,,
4607016395142,BI,,
4607016395159,BI,,
4607016395166,BI,,
4607016395180,BI,,
4607016395197,BI,,
4607016395203,BI,,
4607016395210,BI,,
4607016395234,BI,,
4607016395241,BI,,
4607016395258,BI,,
4607016395265,BI,,
4607016395401,BI,,
4607016395418,BI,,
4607016395425,BI,,
9785699281411,BI,,
9785699302161,BI,,
3034322201026,BI,,
3501170162545,BI,,
3501170162781,BI,,
3501170512173,BI,,
3501170512302,BI,,
3501170512326,BI,,
3501170512333,BI,,
3501170616161,BI,,
3501170676530,BI,,
3501170676547,BI,,
3501170682142,BI,,
3501170682159,BI,,
3501170685174,BI,,
3501170685181,BI,,
3501170704356,BI,,
3501170704387,BI,,
3501170704752,BI,,
3501170704844,BI,,
3501170705506,BI,,
3501170705551,BI,,
3501170705698,BI,,
3501170711644,BI,,
3501170711668,BI,,
3501170711675,BI,,
3501170711682,BI,,
3501170711699,BI,,
3501170711712,BI,,
3501170770627,BI,,
3501170770634,BI,,
3501170770641,BI,,
3501170809082,BI,,
3501170814390,BI,,
3501170817988,BI,,
4006856823004,BI,,
4006856823141,BI,,
4006856823509,BI,,
4006856823578,BI,,
4006856823585,BI,,
4016284307281,BI,,
4016284307304,BI,,
4016284319888,BI,,
4016284319918,BI,,
4016284319949,BI,,
4016284320037,BI,,
4016284320068,BI,,
4016284320099,BI,,
4016284320129,BI,,
4016284320211,BI,,
4016284320457,BI,,
4016284320488,BI,,
4016284320570,BI,,
4016284320600,BI,,
4016284320631,BI,,
4016284321331,BI,,
4016284321379,BI,,
4016284321409,BI,,
4016284321430,BI,,
4016284321461,BI,,
4016284321492,BI,,
4016284321522,BI,,
4016284321621,BI,,
4016284321652,BI,,
4016284321720,BI,,
4016284321751,BI,,
4016284321782,BI,,
4016284321874,BI,,
4016284321904,BI,,
4016284321935,BI,,
4016284321966,BI,,
4016284321997,BI,,
4016284322024,BI,,
4016284322055,BI,,
4016284322192,BI,,
4016284322222,BI,,
4602700000142,BI,,
4602700000494,BI,,
4602700000500,BI,,
4602700000616,BI,,
4602700001484,BI,,
4602700001866,BI,,
4607027570996,BI,,
4607027572068,BI,,
4607027572075,BI,,
4607027572341,BI,,
4607027572358,BI,,
4607027573256,BI,,
4607027573379,BI,,
4607027573386,BI,,
4607027577858,BI,,
4607027578008,BI,,
4607027579449,BI,,
4607027579647,BI,,
4607107400113,BI,,
4607107400120,BI,,
4607107400137,BI,,
4607107400366,BI,,
4607107400380,BI,,
4607107400397,BI,,
4607107400403,BI,,
4607107400410,BI,,
4607107400427,BI,,
4607107400434,BI,,
4607107400441,BI,,
4607107400458,BI,,
4607107400465,BI,,
4607107401288,BI,,
4607107401295,BI,,
4607107401301,BI,,
4607107402186,BI,,
4607107402681,BI,,
4607107404364,BI,,
4607107404371,BI,,
4607107404524,BI,,
4607107404531,BI,,
4607107405729,BI,,
4607107405736,BI,,
4607107405743,BI,,
4607107405750,BI,,
4607107405774,BI,,
4607107405798,BI,,
4607107405804,BI,,
4607107406061,BI,,
4607107406177,BI,,
4607107406184,BI,,
4607107406191,BI,,
4607107406207,BI,,
4607107406245,BI,,
4607107406252,BI,,
4607107406269,BI,,
4607107406276,BI,,
4607107406283,BI,,
4607107406290,BI,,
4711577007564,BI,,
4711577018539,BI,,
5011247020329,BI,,
5011247020343,BI,,
5011247020367,BI,,
5011247021661,BI,,
5011247021678,BI,,
5011247084154,BI,,
5011247084161,BI,,
5011247084178,BI,,
5011247084185,BI,,
5011247095983,BI,,
5011247096003,BI,,
5011247096072,BI,,
5011247254113,BI,,
5011247254137,BI,,
5011247301619,BI,,
5011247301626,BI,,
5011247305716,BI,,
5011247305754,BI,,
5011247315869,BI,,
5011247341189,BI,,
5011247341240,BI,,
5011247341301,BI,,
5011247341356,BI,,
5011247365420,BI,,
5011247365444,BI,,
5011247395816,BI,,
5011247396011,BI,,
5011247396035,BI,,
5011247396042,BI,,
8000144043002,BI,,
8000144074112,BI,,
8000825010972,BI,,
8000825012303,BI,,
8000825013485,BI,,
8000825014505,BI,,
8000825016509,BI,,
8000825027109,BI,,
8000825030512,BI,,
8000825030529,BI,,
8000825030536,BI,,
8000825032110,BI,,
8000825032127,BI,,
8000825032134,BI,,
8000825034916,BI,,
8000825034923,BI,,
8000825034930,BI,,
8000825036507,BI,,
8000825036514,BI,,
8000825036521,BI,,
8000825041501,BI,,
8000825042614,BI,,
8000825042621,BI,,
8000825042676,BI,,
8000825048203,BI,,
8000825049002,BI,,
8000825059001,BI,,
8000825059506,BI,,
8000825071201,BI,,
8000825072208,BI,,
8000825073205,BI,,
8000825225413,BI,,
8000825226007,BI,,
8000825255700,BI,,
8000825256509,BI,,
8000825256707,BI,,
8000825265006,BI,,
8000825273209,BI,,
8000825273605,BI,,
8000825301506,BI,,
8000825423802,BI,,
8000825423901,BI,,
8000825452505,BI,,
8000825453007,BI,,
8000825453304,BI,,
8000825460104,BI,,
8000825460500,BI,,
8000825460708,BI,,
8000825461507,BI,,
8000825462009,BI,,
8000825462504,BI,,
8000825462511,BI,,
8000825462603,BI,,
8000825495007,BI,,
8000825536809,BI,,
8000825536908,BI,,
8000825544101,BI,,
8000825544200,BI,,
8000825544309,BI,,
8000825544408,BI,,
8000825544507,BI,,
8000825967702,BI,,
8000825967726,BI,,
8008285265345,BI,,
8008285290347,BI,,
8008285295397,BI,,
8008285505144,BI,,
8008285505212,BI,,
8008285505311,BI,,
8008285520147,BI,,
8008285522141,BI,,
8008285522349,BI,,
8032539698900,BI,,
8032539698917,BI,,
8032539698924,BI,,
8032568252395,BI,,
8032568252418,BI,,
8032568252425,BI,,
8032568257550,BI,,
8032568257567,BI,,
8032644804616,BI,,
8032644804623,BI,,
8032790518702,BI,,
8032790518726,BI,,
8033509117414,BI,,
8033509117469,BI,,
8033509117476,BI,,
8033509117483,BI,,
8033509117490,BI,,
8033509117506,BI,,
8033509117513,BI,,
8033509117520,BI,,
8033509117537,BI,,
8033509117544,BI,,
8033726361140,BI,,
8033726361249,BI,,
8033726361256,BI,,
8033726361287,BI,,
8033726361294,BI,,
8033726361300,BI,,
8033726361317,BI,,
8033726361324,BI,,
8033726361362,BI,,
8033726361409,BI,,
8033726361416,BI,,
8033726361515,BI,,
8033726361539,BI,,
8033726361546,BI,,
8033726361553,BI,,
8033726361560,BI,,
8033726361577,BI,,
8033726361683,BI,,
8033726361690,BI,,
8033726361799,BI,,
8033726361805,BI,,
8033726361812,BI,,
8033726361829,BI,,
8033726361836,BI,,
8033726361881,BI,,
8033726361898,BI,,
8033726361904,BI,,
8033726361911,BI,,
8033726361928,BI,,
8033726361935,BI,,
8033726362055,BI,,
8033726366312,BI,,
8033726366329,BI,,
8033726366343,BI,,
8033726366367,BI,,
8033726366374,BI,,
8033726366411,BI,,
8033726366527,BI,,
8033726366541,BI,,
8033726366558,BI,,
8033726366565,BI,,
8033726366589,BI,,
8033726367258,BI,,
8033726367265,BI,,
8033726367272,BI,,
8033726367302,BI,,
8033726367319,BI,,
8033726367326,BI,,
8033726367371,BI,,
8033726367388,BI,,
8033726367395,BI,,
8033726367418,BI,,
8033726367425,BI,,
8033726367524,BI,,
8033726367548,BI,,
8033726367555,BI,,
8033726367579,BI,,
8033726367586,BI,,
8033726367852,BI,,
8033726367869,BI,,
8033772991483,BI,,
8033772991506,BI,,
8033772991513,BI,,
8033772991520,BI,,
8033772992244,BI,,
8033772992251,BI,,
8033772992787,BI,,
8033772998598,BI,,
8033772998604,BI,,
8033772998611,BI,,
8033772998628,BI,,
8033772998673,BI,,
8033772998680,BI,,
8033772998697,BI,,
8033772998703,BI,,
8033772998710,BI,,
8033772998727,BI,,
8033772998765,BI,,
8033772998802,BI,,
8033772998819,BI,,
8033772998826,BI,,
8033772998833,BI,,
8033772998840,BI,,
8033772998857,BI,,
8033772998864,BI,,
8033772998871,BI,,
8033772998888,BI,,
8033772998895,BI,,
8033772998918,BI,,
8033772998925,BI,,
8033772998932,BI,,
8033772998949,BI,,
8033772998956,BI,,
8033772998963,BI,,
8033772998970,BI,,
8033772998987,BI,,
8033772998994,BI,,
8033772999007,BI,,
8033772999014,BI,,
8033772999076,BI,,
8033772999083,BI,,
8033772999090,BI,,
8033772999113,BI,,
8033772999137,BI,,
8033772999151,BI,,
8033772999168,BI,,
8033772999175,BI,,
8033772999182,BI,,
8033772999199,BI,,
8033772999205,BI,,
8033772999298,BI,,
8412027000253,BI,,
8412027000529,BI,,
8412027000543,BI,,
8412027000550,BI,,
8412027001021,BI,,
8412027001236,BI,,
8412027001267,BI,,
8412027001526,BI,,
8412027001533,BI,,
8412027001564,BI,,
8412027002080,BI,,
8412027002097,BI,,
8412027002165,BI,,
8412027002202,BI,,
8412027002271,BI,,
8412027003063,BI,,
8412027004657,BI,,
8412027006156,BI,,
8412027007436,BI,,
8412027009034,BI,,
8412027024808,BI,,
8412027025201,BI,,
8412027025218,BI,,
8412027025225,BI,,
8412027025287,BI,,
8412027248150,BI,,
4008193033009,BI,,
4008193033023,PI,,
4008193036949,BI,,
4008193036956,PI,,
4008193233096,BI,,
4008193233089,PI,,
4008455008783,BI,,
4008455387833,PI,,
4008455042213,BI,,
4008455042220,PI,,
4008455042916,BI,,
4008455044712,BI,,
4008455044729,PI,,
4009418129187,BI,,
4009418231316,PI,,
4009418167912,BI,,
4607077080124,PI,,
4009418167929,BI,,
4607077080483,PI,,
4009418167936,BI,,
4607077080063,PI,,
4009418167943,BI,,
4607077080476,PI,,
4009418167950,BI,,
4607077080100,PI,,
4009418167967,BI,,
4607077080162,PI,,
4009418198671,BI,,
9005835303020,PI,,
4013441002539,BI,,
4607077080469,PI,,
4018905064153,BI,,
4031723380021,BI,,
4607077080322,PI,,
8410498040327,BI,,
8410498040013,PI,,
8410498708111,BI,,
8410498709811,PI,,
9005835302856,BI,,
9005835302863,PI,,
4607068620414,BI,,
4607068620421,BI,,
4607068620438,BI,,
4607068620681,BI,,
4607068620698,BI,,
4607068620704,BI,,
4607068620711,BI,,
4607068620728,BI,,
4607068620773,BI,,
4607068620797,BI,,
4607068620803,BI,,
4607068620940,BI,,
4607068621046,BI,,
4607068621053,BI,,
4607068621213,BI,,
4607068621220,BI,,
4607068621749,BI,,
4607068621794,BI,,
4607068621817,BI,,
4607068621824,BI,,
4607068621831,BI,,
4607068621848,BI,,
4607068622326,BI,,
4607068622333,BI,,
4607068622517,BI,,
4607068622883,BI,,
4607068622975,BI,,
4607030491516,BI,,
4011100057692,BI,,
4011100057685,PI,,
4250127500709,BI,,
4250127500716,BI,,
4605119003223,BI,,
4605119003247,BI,,
5000159304696,BI,,
5000159304689,PI,,
5000159304719,BI,,
5000159304702,PI,,
5000159343343,BI,,
5000159343350,PI,,
5000159344074,BI,,
5000159344081,PI,,
5000159347266,BI,,
5000159347273,PI,,
5000159386357,BI,,
5000159386296,PI,,
5000159387408,BI,,
5000159376082,PI,,
11210000018,BI,,
11210000155,BI,,
11210007253,BI,,
11210007352,BI,,
11210007703,BI,,
11210009103,BI,,
11210009189,BI,,
11210009219,BI,,
11210009387,BI,,
11210125209,BI,,
7322540016987,BI,47,GRM
42142812,BI,,
4018905153956,PI,,
4018905153802,PI,,
4000281756500,BI,,
4000281756005,PI,,
4000446001018,BI,,
4000446020019,PI,,
4000446001025,BI,,
4000446020026,PI,,
4000446001056,BI,,
4000446020057,PI,,
4000446001223,BI,,
4000446020224,PI,,
4000446001315,BI,,
4000446020316,PI,,
4000446001636,BI,,
4000446020637,PI,,
4000446001643,BI,,
4000446020644,PI,,
4000446001650,BI,,
4000446020651,PI,,
4000446001667,BI,,
4000446020620,PI,,
4000446001728,BI,,
4000446012724,PI,,
4000446001742,BI,,
4000446012748,PI,,
4000446001759,BI,,
4000446012755,PI,,
4000446001780,BI,,
4000446012786,PI,,
4000446012410,BI,,
4000446022419,PI,,
4003160042145,BI,,
4003160042176,PI,,
4003160409405,BI,,
4003160705705,PI,,
4003160434100,BI,,
4003160434117,PI,,
4003160434308,BI,,
4003160434315,PI,,
4006894180503,BI,,
4006894180510,PI,,
4006894186802,BI,,
4006894186819,PI,,
4006894261103,BI,,
4006894261110,PI,,
4006894396805,BI,,
4006894396898,PI,,
4006894527209,BI,,
4006894527261,PI,,
4006894547306,BI,,
4006894547313,PI,,
4006894549003,BI,,
4006894549058,PI,,
4006894553208,BI,,
4006894553253,PI,,
4006894557404,BI,,
4006894557473,PI,,
4006894590203,BI,,
4006894590258,PI,,
4007933131012,BI,,
4007933171018,PI,,
4007933131029,BI,,
4007933171025,PI,,
4007933131036,BI,,
4007933171032,PI,,
4007933131043,BI,,
4007933171049,PI,,
4007933131111,BI,,
4007933171117,PI,,
4007933353018,BI,,
4007933363017,PI,,
4007933353025,BI,,
4007933363024,PI,,
4007933353032,BI,,
4007933363031,PI,,
4007933957117,BI,,
4007933967116,PI,,
4007933957124,BI,,
4007933967123,PI,,
4007933957131,BI,,
4007933967130,PI,,
4007933957148,BI,,
4007933967147,PI,,
4007933957155,BI,,
4007933967154,PI,,
4007933957209,BI,,
4007933967208,PI,,
4008601001064,BI,,
4008601001569,PI,,
4008601001255,BI,,
4008601001552,PI,,
4008601002047,BI,,
4008601002641,PI,,
4008601019021,BI,,
4008601011223,PI,,
4008601100750,BI,,
4008601110759,PI,,
4008601190805,BI,,
4008601160808,PI,,
4008601191420,BI,,
4008601101429,PI,,
4008601242221,BI,,
4008601042227,PI,,
4008601242399,BI,,
4008601042395,PI,,
4008601245314,BI,,
4008601045310,PI,,
4009418120757,BI,,
4003160040455,PI,,
4009418136390,BI,,
4009418204785,BI,,
4003160042459,PI,,
4009418205935,BI,,
4007802481958,PI,,
4009418208271,BI,,
4007802480753,PI,,
4009418208295,BI,,
4007802482962,PI,,
4009418282622,BI,,
4009418282639,PI,,
4009418282646,BI,,
4009418282653,PI,,
4009418282660,BI,,
40094182826778,PI,,
4009418293567,BI,,
4007802524419,PI,,
4018905139714,BI,,
4008601250752,PI,,
4018905139721,PI,,
4018905154373,BI,,
4018905154380,PI,,
4035472764804,BI,,
4035472764811,PI,,
4035472765504,BI,,
4035472765511,PI,,
4035472765702,BI,,
4035472765719,PI,,
4035472766808,BI,,
4035472766815,PI,,
4035472767904,BI,,
4035472767911,PI,,
4035472770102,BI,,
4035472770119,PI,,
4035472771802,BI,,
4035472771819,PI,,
4035472790308,BI,,
4035472790315,PI,,
4035472793200,BI,,
4035472793217,PI,,
4035900240801,BI,,
4035900404159,PI,,
5410233520148,BI,,
5410233530147,PI,,
5410233520179,BI,,
5410233530161,PI,,
5410233520209,BI,,
5410233530208,PI,,
5410850684339,BI,,
5410850739213,PI,,
5410850739053,BI,,
5410850684094,PI,,
5410850739060,BI,,
5410850684100,PI,,
5410850739091,BI,,
5410850739107,BI,,
5410850684148,PI,,
5410850739183,BI,,
5410850684308,PI,,
5410850739190,BI,,
5410850684315,PI,,
5410850739206,BI,,
5410850684322,PI,,
5413216002532,BI,,
15413216002539,PI,,
5413216100023,BI,,
15413216750010,PI,,
5413216100030,BI,,
15413216100037,PI,,
5413216100054,BI,,
15413216100051,PI,,
5413216100078,BI,,
15413216100075,PI,,
5413216100085,BI,,
15413216100082,PI,,
5413216100092,BI,,
15413216100099,PI,,
5413216100160,BI,,
15413216100167,PI,,
5413216100177,BI,,
15413216100174,PI,,
5413216121318,BI,,
5413216121325,BI,,
5413216750020,BI,,
15413216750034,PI,,
5413216750037,BI,,
5413216750044,BI,,
15413216750041,PI,,
5413216750051,BI,,
15413216750058,PI,,
5413216750068,BI,,
15413216750065,PI,,
5413216750075,BI,,
15413216750072,PI,,
5413216750082,BI,,
15413216750089,PI,,
5413216750099,BI,,
15413216750096,PI,,
5413216750105,BI,,
15413216750102,PI,,
5413216750112,BI,,
15413216750119,PI,,
5413216810007,BI,,
15413216810004,PI,,
5413216810014,BI,,
15413216810011,PI,,
5413216810021,BI,,
15413216810028,PI,,
5900658170900,BI,,
5900658170955,PI,,
5900658173109,BI,,
5900658767858,PI,,
5900658177008,BI,,
5900658183207,BI,,
5900658183214,PI,,
5900658183405,BI,,
5900658183412,PI,,
5900658276909,BI,,
5900658276916,PI,,
5900658392906,BI,,
5900658392951,PI,,
5900658406603,BI,,
5900658406665,PI,,
5900658407006,BI,,
5900658183610,PI,,
5900658752403,BI,,
5900658752458,PI,,
5900658762501,BI,,
5900658762556,PI,,
5900658775808,BI,,
5900658775853,PI,,
5904356232007,BI,,
5904356232014,PI,,
5904356701107,BI,,
5904356701152,PI,,
5904356762306,BI,,
5904356762313,PI,,
5904356778505,BI,,
5904356778512,PI,,
5904356778604,BI,,
5904356778611,PI,,
5904356778703,BI,,
5904356778710,PI,,
5904356778802,BI,,
5904356778819,PI,,
5907464506725,BI,,
5904356702012,PI,,
5907464506749,BI,,
5904356702210,PI,,
5907464513853,BI,,
5904356700612,PI,,
5907464513877,BI,,
5904356700711,PI,,
5907464518339,BI,,
5907464521636,BI,,
5900658777451,PI,,
5907464521643,BI,,
5900658777550,PI,,
5907464521674,BI,,
5904356777317,PI,,
5907808084407,BI,,
5907808717855,PI,,
5907808704404,BI,,
4006894180558,PI,,
5907808768604,BI,,
5907808768659,PI,,
5907808768703,BI,,
5907808768758,PI,,
5907808769106,BI,,
5907808769151,PI,,
5907808769205,BI,,
5907808769250,PI,,
5907808769403,BI,,
5907808769458,PI,,
5907808769502,BI,,
5907808769557,PI,,
5907808777606,BI,,
5907808777651,PI,,
5907808777705,BI,,
5907808777750,PI,,
8710944000128,BI,,
8710944000401,BI,,
8710944000753,BI,,
8710944001477,BI,,
8710944003105,BI,,
7290003395590,BI,,
3838937221024,BI,,
3838937230156,BI,,
4023103071957,PI,,
4001499010699,BI,,
4001499001123,PI,,
4001499012396,BI,,
4001499004483,PI,,
4001499012914,BI,,
4001499002915,PI,,
4001499013133,BI,,
4001499003134,PI,,
4001499013416,BI,,
4001499021961,PI,,
4001499013560,BI,,
4001499030543,PI,,
4001499014628,BI,,
4001499004629,PI,,
4001499016011,BI,,
4001499006012,PI,,
4001499016103,BI,,
4001499006036,PI,,
4001499016165,BI,,
4001499006197,PI,,
4001499016486,BI,,
4001499006487,PI,,
4001499118913,BI,,
4001499018916,PI,,
4001499118920,BI,,
4001499018923,PI,,
4001499118937,BI,,
4001499018930,PI,,
4001499120336,BI,,
4001499020339,PI,,
4001499120343,BI,,
4001499020346,PI,,
4001499121166,BI,,
4001499021169,PI,,
4001499122354,BI,,
4001499021992,PI,,
4001499130755,BI,,
4001499030758,PI,,
4001499131783,BI,,
4001499031786,PI,,
4001499133619,BI,,
4001499033612,PI,,
4001499135071,BI,,
4001499035074,PI,,
4001499139246,BI,,
4001499021985,PI,,
4001499140655,BI,,
4001499141232,BI,,
4001499041235,PI,,
4001499141539,BI,,
4001499041532,PI,,
4001499143076,BI,,
4001499043079,PI,,
4001499144974,BI,,
4001499044977,PI,,
4001499145698,BI,,
4001499045691,PI,,
4001499159510,BI,,
4001499159572,BI,,
4001499059575,PI,,
4001499160707,BI,,
4001499060700,PI,,
4001499160714,BI,,
4001499060717,PI,,
4001499160721,BI,,
4001499160738,BI,,
4001499060731,PI,,
4001499160752,BI,,
4001499060755,PI,,
4001499160790,BI,,
4001499060793,PI,,
4001499160806,BI,,
4001499162916,BI,,
4001499062919,PI,,
4001499163128,BI,,
4001499063121,PI,,
4001499167577,BI,,
4001499067570,PI,,
4001499168314,BI,,
4001499068317,PI,,
4001499168352,BI,,
4001499068355,PI,,
4001499169212,BI,,
4001499069215,PI,,
4001499169908,BI,,
4001499069901,PI,,
4001499169915,BI,,
4001499069918,PI,,
4001499169953,BI,,
4001499180330,BI,,
4001499080333,PI,,
4003790000126,BI,,
4003790035159,PI,,
4003790001123,BI,,
4003790001284,BI,,
4023103113367,PI,,
4003790001420,BI,,
4003790001840,BI,,
4003790035845,PI,,
4003790004049,BI,,
4003790034046,PI,,
4003790004193,BI,,
4003790034190,PI,,
4003790004230,BI,,
4003790035234,PI,,
4003790004407,BI,,
4003790004421,BI,,
4003790036507,PI,,
4003790004438,BI,,
4003790035432,PI,,
4003790005015,BI,,
4003790035111,PI,,
4003790006296,BI,,
4003790035296,PI,,
4003790006616,BI,,
4003790036194,PI,,
4003790006623,BI,,
4003790036200,PI,,
4003790006630,BI,,
4003790036217,PI,,
4003790006814,BI,,
4003790036255,PI,,
4003790006821,BI,,
4003790036262,PI,,
4003790006838,BI,,
4003790036279,PI,,
4003790006876,BI,,
4003790035876,PI,,
4003790006883,BI,,
4003790006890,BI,,
4003790035890,PI,,
4003790009808,BI,,
4003790009945,BI,,
4003790035173,PI,,
4003790014550,BI,,
4003790036552,PI,,
4003790014697,BI,,
4003790036699,PI,,
4003790014703,BI,,
4003790036705,PI,,
4003790014734,BI,,
4003790036132,PI,,
4003790014741,BI,,
4003790036149,PI,,
4003790014758,BI,,
4003790036156,PI,,
4003790014772,BI,,
4003790036170,PI,,
4003790014871,BI,,
4003790036873,PI,,
