GTIN|GLNofDataSupplier|NameOfDataSupplier|BaseUnit|NumberOfBaseUnitContained|ItemNameLongML_language_EN|ItemNameLongML_language_RU|ItemName_language_EN|ItemName_language_RU|DespatchUnit|OrderingUnit|ConsumerUnit|GLNofManufacturer|ManufacturersName|Content|ContentUnitOfMeasure|GrossWeightFNFTSS|GrossWeightUnitOfMeasure|NetWeight|NetWeightUnitOfMeasure|BasePriceDeclarationRelevant|VAT_RU|BrandNameML_language_EN|BrandNameML_language_RU|PLUDescriptionML_language_EN|PLUDescriptionML_language_RU|GPC|CountryOfOrigin|PackagingTypeFNF|MeasurementTradeItemHeight|MeasurementTradeItemHeightUnitOfMeasure|MeasurementTradeItemLengthDepth|MeasurementTradeItemLengthDepthUnitOfMeasure|MeasurementTradeItemWidth|MeasurementTradeItemWidthUnitOfMeasure|GTINofNextLowerPackagingItem|NumberOfNextLowerItemContained|PalletDataPalletTypeFNF|GTINCodedPallet|PalletDataPalletHandling|NumberOfLayersPerPallet|PalletDataPalletLoadingHeight|StorageStackingFactor|PalletDataPalletGrossWeight|SubBrand|NetVolume|NetVolumeUnitOfMeasure|functionalsHealthClaims|technoChemicalProperties|GTINofAssortmentComponent|ContentAssortmentNumberOfComponents|MarketingNameML_language_RU|ItemNameShortML_language_RU|VariableMeasureTradeItem|CountryOfLastProvenance|ColourSupplierNoCode|ColourColourCodeListAgency|RFIDSupport|PalletDataNumberOfDespatchUnitsPerPallet|BasePriceRelevantContent|BasePriceRelevantContentUnitOfMeasure|GTINofItemSubstitutedFor|InternalItemIDofSupplier|ItemName_language_EL|CataloguePriceOfInvoiceUnit|CataloguePriceCurrency|CataloguePricePriceBasis|CataloguePricePriceBasisUnitOfMeasure|certificateOfQualityNumber|certificateOfQualityStartDate|certificateOfQualityEndDate|DangerousGoodsLimitedQuantities|DrainedWeight|DrainedWeightUnitOfMeasure|GeneticalInformation|MinimumDurabilityFromProduction|MinimumDurabilityFromProductionTimeUnit|NutritionalValueReferenceValue|GrossCalorificValueKJ|ConvenienceLevel|nutritionalContentValueUnitOfMeasure|ENumberCode|MinimumDurabilityFromOpening|MinimumDurabilityFromOpeningTimeUnit|nutritionalCompositionCode|nutritionalCompositionPercentage|rawMaterialUsed|rawMaterialUsedUnitOfMeasure|RecommendedSalesPrice|RecommendedSalesPriceCurrency|ItemName_language_AR|BatchNumbered|TemperatureMinStorage|TemperatureMaxStorage|TemperatureUnitOfMeasure|CommodityNomenclatureOfForeign-economicActivity|RussianClassificationOfProductsByEconomicActivities|RussianClassificationOfProducts|PricingSegment|ItemName_language_BR|BrandNameML_language_AR|GTINofBaseUnit|FunctionalName_language_EN|variant|variantLanguage|NonPublicGLNList|dietaryInformation|StartValidityDateOfAddVersion|FunctionalName_language_RU|handlingInstructionCode|MinimumOrderQuantity|RackJobber|MinimumDurabilityFromArrival|MinimumDurabilityFromArrivalTimeUnit
4007933957117|4610316576304||BI|1||Delba Vollkornbrot 500|Delba Vollkornbrot  500|Делба Ржаной хлеб 500|N|N|Y|4007933957117|Delba|1|PCE|505|GRM|||Y|59||Делба|||10000598|DE|UVQ|90|MMT|50|MMT|120|MMT|||||||||||||||||||N|DE|||N|||||7117||||||||||500|GRM|X13|1|801|HGM|709|CL5|GRM||5|804||||||||||||||||||||||||||||||
4007933967116|4610316576304||PI|12|||||Y|Y|Y|||||6630|GRM|||||||||||CT|250|MMT|110|MMT|290|MMT|4007933957117|12|CP1||RUP||1070|1||||||||||||||||72|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4007933957124|4610316576304||BI|1||Delba Sonnenblumenkernbrot 500|Delba Sonnenblumenkernbrot 500|Делба Хлеб c cеменами подсолнечника 500|N|N|Y|4007933957124|Delba|1|PCE|505|GRM|||Y|59||Делба|||10000598|DE|UVQ|30|MMT|150|MMT|110|MMT|||||||||||||||||||N|DE|||N|||||7124||||||||||500|GRM|X13|1|801|HGM|756|CL5|GRM||5|804||||||||||||||||||||||||||||||
4007933967123|4610316576304||PI|12|||||Y|Y|Y|||||6630|GRM|||||||||||CT|250|MMT|110|MMT|290|MMT|4007933957124|12|CP1||RUP||1070|1||||||||||||||||108||||7124|||||||||N||||||||||||||||||||||||||||||||||||||||||
4007933957131|4610316576304||BI|1||Delba Vierkornbrot 500|Delba Vierkornbrot 500|Делба Хлеб 4 злака 500г|N|N|Y|4007933957131|Delba|1|PCE|505|GRM|||Y|59||Делба|||10000598|DE|UVQ|90|MMT|50|MMT|120|MMT|||||||||||||||||||N|DE|||N|||||||||||||||500|GRM|X13||801|HGM|715|CL5|GRM||5|804||||||||||||||||||||||||||||||
4007933967130|4610316576304||PI|12|||||Y|Y|Y|||||6360|GRM|||||||||||CT|250|MMT|110|MMT|290|MMT|4007933957131|12|CP1||RUP||1070|1||||||||||||||||108||||7131|||||||||N||||||||||||||||||||||||||||||||||||||||||
4007933957148|4610316576304||BI|1||Delba Pumpernickel 500|Delba Pumpernickel 500|Делба Вестфальский хлеб 500г|N|N|Y|4007933957148|Delba|1|PCE|520|GRM|||Y|59||Делба|||10000598|DE|BX|90|MMT|50|MMT|120|MMT|||||||||||||||||||N|DE|||N|||||7148||||||||||250|GRM|X13|1|801|HGM|781|CL5|GRM||5|804||||||||||||||||||||||||||||||
4007933967147|4610316576304||PI|12|||||Y|Y|Y|||||6360|GRM|||||||||||CT|250|MMT|110|MMT|290|MMT|4007933957148|12|CP1||RUP||1070|1||||||||||||||||108|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4007933957155|4610316576304||BI|1||Delba Leinsamenbrot 500|Delba Leinsamenbrot 500|Делба  Хлеб с семенами льна 500г|N|N|Y|4007933957155|Delba|1|PCE|505|GRM|||Y|59||Делба|||10000598|DE|UVQ|90|MMT|50|MMT|120|MMT|||||||||||||||||||N|DE|||N|||||7155||||||||||500|GRM|X13|1|801|HGM|718|CL5|GRM||5|804||||||||||||||||||||||||||||||
4007933967154|4610316576304||PI|12|||||Y|Y|Y|||||6360|GRM|||||||||||CT|250|MMT|110|MMT|290|MMT|4007933957155|12|CP1||RUP||1070|1||||||||||||||||108|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4007933957209|4610316576304||BI|1||Delba Fitnesssbrot 500|Delba Fitnesssbrot 500|Делба Ржаной хлеб с семенами овса и подсолнечника 500г|N|N|Y|4007933957209|Delba|1|PCE|520|GRM|||Y|59||Делба|||10000598|DE|BX|90|MMT|50|MMT|120|MMT|||||||||||||||||||N|DE|||N|||||7209||||||||||500|GRM|X13|1|801|HGM|718|CL5|GRM||5|804||||||||||||||||||||||||||||||
4007933967208|4610316576304||PI|12|||||Y|Y|Y|||||6360|GRM|||||||||||CT|250|MMT|110|MMT|290|MMT|4007933957209|12|CP1||RUP||1070|1||||||||||||||||108|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4008601001064|4610316576304||BI|1|| 200 PUFFED RICE SUN RICE BITS| 200 PUFFED RICE SUN RICE BITS| 200 РИС В ШОКОЛАДЕ ПЛИТКА САН РАЙС|N|N|Y|4008601001064|Rubezahl|1|PCE|220|GRM|||Y|60||Сан Райс|||10000597|DE|CT|30|MMT|105|MMT|200|MMT|||||||||||||||||||N|DE|||N|||||156||||||||||200|GRM|X13|18|802|HGM|2282|CL5|GRM|||||||||||||||||||||||||||||||||
4008601001569|4610316576304||PI|12|||||Y|Y|N|||||||||||||||||CT|||320|MMT|220|MMT|4008601001064|12|203|Y|RUP|28|100|1|2940|||||||||||||||||||156|||||||||N||||||||||||||||||||||||||||||||||||||||||
4008601001255|4610316576304||BI|1|| 250 PUFFED RICE SUN RICE IN BAG| 250 PUFFED RICE SUN RICE IN BAG| 250 РИС В ШОКОЛАДЕ ПАКЕТ САН РАЙС|N|N|Y|4008601001255|Rubezahl|1|PCE|270|GRM|||Y|60||Сан Райс|||10000597|DE|BG|20|MMT|180|MMT|250|MMT|||||||||||||||||||N|DE|||N|||||155||||||||||250|GRM|X13|18|802|HGM|2234|CL5|GRM|E322|соль, ароматизатор ванилин идентичный натуральному, воздушный рис |||||||||||||||||||||||||||||||
4008601001552|4610316576304||PI|20|||||Y|Y|N|||||||||||||||||CT|||100|MMT|1000|MMT|4008601001255|20|203|Y|RUP|480|1000|1|5600||||||||||||||||||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4008601002047|4610316576304||BI|1|| 200 PUFFED RICE CRUNCHY SUN RICE | 200 PUFFED RICE CRUNCHY SUN RICE |200 РИС В ШОКОЛАДЕ КРИНЧИ САН РАЙС|N|N|Y|4008601002047|Rubezahl|1|PCE|220|GRM|||Y|60||Сан Райс|||10000597|DE|CT|30|MMT|105|MMT|200|MMT|||||||||||||||||||N|DE|||N|||||264||||||||||200|GRM|X13|18|802|HGM|2234|CL5|GRM|||||||||||||||||||||||||||||||||
4008601002641|4610316576304||PI|12|||||Y|Y|Y|||||||||||||||||CT|||320|MMT|220|MMT|4008601002047|12|203|Y|RUP|15|2100|1|2900|||||||||||||||||||264|||||||||N||||||||||||||||||||||||||||||||||||||||||
4008601019021|4610316576304||BI|1|| 75 Spongbob chocolate|  75 Spongbob chocolate| 75 Шоколадный  Spongbob |N|N|Y|4008601019021|Rubezahl|1|PCE|150|GRM|||Y|60|||||10000045|DE||345|MMT|10|MMT|255|MMT|||||||||||||||||||N|DE|||N|||||1102||||||||||75|GRM|X13|6|802|||CL5||||||||||||||||||||||||||||||||||
4008601011223|4610316576304||PI|16|||||Y|Y|N|||||||||||||||||CT|||195|MMT|275|MMT|4008601019021|16|200|Y|RUP|5|2000|1|2400|||||||||||||||||||1102|||||||||N||||||||||||||||||||||||||||||||||||||||||
4008601100750|4610316576304||BI|1|| 70 SANTA CLAUS CHOCOLATE  | 70 SANTA CLAUS CHOCOLATE  | 70 ШОКОЛАДНЫЙ САНТА КЛАУС|N|N|Y|4008601100750|Rubezahl|1|PCE|74|GRM|||Y|60||Фрайдел|||10000597|DE|FPE|110|MMT|40|MMT|80|MMT|||||||||||||||||||N|DE|||N|||||11075||||||||||70|GRM|X13|6|802|||CL5||E170||||||||||||||||||||||||||||||||
4008601110759|4610316576304||PI|15|||||Y|Y|N|||||||||||||||||CT|||195|MMT|300|MMT|4008601100750|15|201|Y|RUP|11|2000|1|1260|||||||||||||||||||11075|||||||||N||||||||||||||||||||||||||||||||||||||||||
4008601190805|4610316576304||BI|1|| 200 Santa Claus Chocolate|  200 Santa Claus Chocolate| 200 Санта Клаус шоколадный|N|N|Y|4008601190805|Rubezahl|1|PCE|240|GRM|||Y|60||Фрайдел|||10000597|DE|BME|210|MMT|45|MMT|145|MMT|||||||||||||||||||N|DE|||N|||||16080||||||||||200|GRM|X13|6|802|||CL5||E170||||||||||||||||||||||||||||||||
4008601160808|4610316576304||PI|28|||||Y|Y|N|||||||||||||||||CT|||387|MMT|595|MMT|4008601190805|28|201|Y|RUP|8|2000|1|6720|||||||||||||||||||16080|||||||||N||||||||||||||||||||||||||||||||||||||||||
4008601191420|4610316576304||BI|1|| 225 Сristmas mixid bag friedel|  225 Сristmas mixid bag friedel| 225 Рождественский набор в пакете|N|N|Y|4008601191420|Rubezahl|1|PCE|230|GRM|||Y|60||Фрайдел|||10000597|DE|CT|220|MMT|80|MMT|100|MMT|||||||||||||||||||N|DE|||N|||||10142||||||||||225|GRM|X13|1|801|||CL5||||||||||||||||||||||||||||||||||
4008601101429|4610316576304||PI|15|||||Y|Y|N|||||||||||||||||CT|||300|MMT|390|MMT|4008601191420|15|201|Y|RUP|8|2000|1|4150||||||||||||||||||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4008601242221|4610316576304||BI|1|| 275 Winter Hearts CHOCOLATE| 275 Winter Hearts CHOCOLATE| 275 Шоколадные сердца|N|N|Y|4008601242221|Rubezahl|1|PCE|300|GRM|||Y|60||Фрайдел|||10000597|DE|BG|90|MMT|120|MMT|120|MMT|||||||||||||||||||N|DE|||N|||||4222||||||||||275|GRM|X13|6|802|||CL5||E170||||||||||||||||||||||||||||||||
4008601042227|4610316576304||PI|6|||||Y|Y|N|||||||||||||||||CT|||137|MMT|400|MMT|4008601242221|6|201|Y|RUP|8|2000|1|2710|||||||||||||||||||4222|||||||||N||||||||||||||||||||||||||||||||||||||||||
4008601242399|4610316576304||BI|1|| 625 Santa Claus CHOCOLATE  | 625 Santa Claus CHOCOLATE  | 625 ШОКОЛАДНЫЙ САНТА КЛАУС |N|N|Y|4008601242399|Rubezahl|1|PCE|645|GRM|||Y|60||Фрайдел|||10000597|DE|DR|90|MMT|120|MMT|120|MMT|||||||||||||||||||N|DE|||N|||||4239||||||||||625|GRM|X13|6|802|||CL5||E170||||||||||||||||||||||||||||||||
4008601042395|4610316576304||PI|6|||||Y|Y|N|||||||||||||||||CT|||137|MMT|400|MMT|4008601242399|6|200|Y|RUP|8|1600|1|4500||||||||||||||||||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4008601245314|4610316576304||BI|1|| 100 Winter hearts in bag CHOCOLATE|  100 Winter hearts in bag CHOCOLATE| 100 Шоколадные сердца|N|N|Y|4008601245314|Rubezahl|1|PCE|105|GRM|||Y|60||Фрайдел|||10000597|DE|BG|15|MMT|210|MMT|130|MMT|||||||||||||||||||N|DE|||N|||||4531||||||||||100|GRM|X13|6|802|||CL5||E170||||||||||||||||||||||||||||||||
4008601045310|4610316576304||PI|20|||||Y|Y|Y|||||||||||||||||CT|||295|MMT|400|MMT|4008601245314|20|201|Y|RUP|12|1500|1|2400|||||||||||||||||||4531|||||||||N||||||||||||||||||||||||||||||||||||||||||
4009418120757|4610316576304||BI|1||TIP Round Braun  Lebkuchen 200 |TIP Round Braun  Lebkuchen 200   | Пряники  200 |N|N|Y|4009418120757|Ламбертц|1|PCE|220|GRM|||Y|60||ТИП|||10000045|DE|CT|75|MMT|125|MMT|70|MMT|||||||||||||||||||N|DE|||N|||||||||||||||200|GRM|X13|8|802|HGM|1657|CL5|GRM|| гидрогенизированное растительное масло, лимонная кислота Е330, соль, эмульгатор: лецитин Е322,  модифицированный соевый протеин. |||||||||||||||||||||||||||||||
4003160040455|4610316576304||PI|56|||||Y|Y|Y|||||12500|GRM|||||||||||CT|335|MMT|555|MMT|255|MMT|4009418120757|56|200||RUP||1800|1||||||||||||||||30|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009418136390|4610316576304||BI|1||Four Seasons Biscuit 1000|Four Seasons Biscuit 1000| Печенье 1000|N|N|Y|4009418136390|Ламбертц|1|PCE|1500|GRM|||Y|60||Четыре сезона|||10000598|DE|CA|250|MMT|100|MMT|290|MMT|||||||||||||||||||N|DE|||N|||||||||||||||1000|GRM|X13|12|802|HGM|2182|CL5|GRM|||||||||||||||||||||||||||||||||
4009418204785|4610316576304||BI|1||TIP Allerlei 600 |TIP Allerlei 600  | Пряники Всякая Всячина 600 |N|N|Y|4009418204785|Ламбертц|1|PCE|625|GRM|||Y|60||ТИП|||10000045|DE|BG|245|MMT|120|MMT|90|MMT|||||||||||||||||||N|DE|||N|||||||||||||||600|GRM|X13|1|801|HGM|1609|CL5|GRM|| картофельный крахмал, масло какао, карамельный сахарный сироп, специи, модифицированный крахмал Е1420, красители: титана диоксид Е171, красный свекольный Е162| молочный жир, желатин пищевой, эмульгатор: лецитин Е322, соль|||CHC|10||||||||||||||||||||||||||
4003160042459|4610316576304||PI|16|||||Y|Y|Y|||||10300|GRM|||||||||||CT|335|MMT|555|MMT|255|MMT|4009418204785|16|CP1||RUP||1800|1||||||||||||||||30||||4245|||||||||N||||||||||||||||||||||||||||||||||||||||||
4009418205935|4610316576304||BI|1||TIP American cookies|TIP  American cookies|ТИП Американское печенье|N|N|Y|4009418205935|Ламбертц|1|PCE|240|GRM|||Y|60||ТИП|||10000598|DE|BG|40|MMT|80|MMT|290|MMT|||||||||||||||||||N|DE|||N|||||||||||||||225|GRM|X13|9|802|HGM|2146|CL5|GRM|||||||||||||||||||||||||||||||||
4007802481958|4610316576304||PI|40|||||Y|Y|Y|||||10600|GRM|||||||||||CT|335|MMT|555|MMT|255|MMT|4009418205935|40|CP1||RUP||1800|1||||||||||||||||30|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009418208271|4610316576304||BI|1|| ARO American cookies| ARO American cookies|АРО Американское печенье|N|N|Y|4009418205935|Lambertz|1|PCE|240|GRM|||Y|60||АРО|||10000161|DE|BG|40|MMT|80|MMT|290|MMT|||||||||||||||||||N|DE|||N|||||||||||||||225|GRM|X13|9|802|HGM|2146|CL5|GRM|||||||||||||||||||||||||||||||||
4007802480753|4610316576304||PI|40|||||Y|Y|Y|||||10600|GRM|||||||||||CT|335|MMT|555|MMT|255|MMT|4009418208271|40|CP1||RUP||1800|1||||||||||||||||30|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009418208295|4610316576304||BI|1||ARO Strudel cookies|ARO Strudel cookies|АРО Американское печенье|N|N|Y|4009418208295|Ламбертц|1|PCE|240|GRM|||Y|60||АРО|||10000161|DE|BG|40|MMT|80|MMT|290|MMT|||||||||||||||||||N|DE|||N|||||||||||||||225|GRM|X13|9|802|HGM|2023|CL5|GRM|||||||||||||||||||||||||||||||||
4007802482962|4610316576304||PI|49|||||Y|Y|Y|||||12500|GRM|||||||||||CT|335|MMT|555|MMT|255|MMT|4009418208295|49|CP1||RUP||1800|1||||||||||||||||30|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009418282622|4610316576304||BI|1|| ARO Milk chocolate See you|  ARO Milk chocolate See you|АРО шоколадный батончик See you|N|N|Y|4009418282622|Zahor|1|PCE|425|GRM|||Y|60||АРО |||10000597|ES|BG|20|MMT|210|MMT|230|MMT|||||||||||||||||||N|ES|||N|||||||||||||||400|GRM|X13|1|801|HGM|2002|CL5|GRM|||||||||||||||||||||||||||||||||
4009418282639|4610316576304||PI|24|||||Y|Y|Y|||||10750|GRM|||||||||||CT|325|MMT|295|MMT|395|MMT|4009418282622|24|CP1||RUP||1760|2||||||||||||||||40|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009418282646|4610316576304||BI|1|| ARO Milk chocolate Try me|  ARO Milk chocolate Try me|АРО шоколадный батончик Try me|N|N|Y|4009418282622|Zahor|1|PCE|425|GRM|||Y|60||АРО |||10000163|ES|BG|20|MMT|210|MMT|230|MMT|||||||||||||||||||N|ES|||N|||||||||||||||400|GRM|X13|1|801|HGM|1980|CL5|GRM|||||||||||||||||||||||||||||||||
4009418282653|4610316576304||PI|24|||||Y|Y|Y|||||10650|GRM|||||||||||CT|285|MMT|295|MMT|390|MMT|4009418282646|24|CP1||RUP||1760|1||||||||||||||||48|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009418282660|4610316576304||BI|1|| ARO Milk chocolate Thats it|  ARO Milk chocolate Thats it|АРО шоколадный батончик Thats it|N|N|Y|4009418282660|Zahor|1|PCE|425|GRM|||Y|60||АРО |||10000163|ES|BG|20|MMT|210|MMT|230|MMT|||||||||||||||||||N|ES|||N|||||||||||||||400|GRM|X13|1|801|HGM|1790|CL5|GRM|||||||||||||||||||||||||||||||||
40094182826778|4610316576304||PI|24|||||Y|Y|Y|||||10200|GRM|||||||||||CT|325|MMT|295|MMT|395|MMT|4009418282660|24|CP1||RUP||1760|1||||||||||||||||40|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009418293567|4610316576304||BI|1|| Four seasons Biscuit assortment | Four seasons Biscuit assortment|Печенье ассорти|N|N|Y|4009418293567|Lambertz|1|PCE|1500|GRM|||Y|60||Четыре сезона|||10000161|DE|CA|100|MMT|290|MMT|225|MMT|||||||||||||||||||N|DE|||N|||||52411||||||||||1000|GRM|X13|1|801|HGM|2015|CL5|GRM|| сухой яичный белок, соль,  сухое обезжиренное молоко, мука из люпина сладкого. |||||||||||||||||||||||||||||||
4007802524419|4610316576304||PI|4|||||Y|Y|Y|||||6300|GRM|||||||||||CT|230|MMT|390|MMT|295|MMT|4009418293567|4|CP1||RUP||1760|1||||||||||||||||64||||52411|||||||||N||||||||||||||||||||||||||||||||||||||||||
4018905139714|4610316576304||BI|1|| 125 CHOCOLATE  MILK DISNEY| 125 CHOCOLATE  MILK DISNEY| 125 ШОКОЛАД МОЛОЧНЫЙ ДИСНЕЙ|N|N|Y|4018905139714|Rubezahl|1|PCE|138|GRM|||Y|60||Дисней|||10000597|DE|BG|10|MMT|80|MMT|200|MMT|||||||||||||||||||N|DE|||N|||||||||||||||125|GRM|X13|18|802|HGM|2127|CL5|GRM|E170||||||||||||||||||||||||||||||||
4008601250752|4610316576304||PI|2|||||N|N|Y|||||280|GRM|||||||||||SW|20|MMT|80|MMT|200|MMT|4018905139714|2|||||||||||||||||||||||||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4018905139721|4610316576304||PI|20|||||Y|Y|N|||||||||||||||||CT|||195|MMT|195|MMT|4008601250752|10|CP1|Y|RUP|200|1200|1|3000||||||||||||||||||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4018905154373|4610316576304||BI|1|| 625 Santa Claus chocolate|  625 Santa Claus chocolate| 625 Шолколадный Сата Клаус|N|N|Y|4018905154373|Rubezahl|1|PCE|640|GRM|||Y|60||Риоба|||10000597|DE|DR|90|MMT|120|MMT|120|MMT|||||||||||||||||||N|DE|||N|||||4339||||||||||625|GRM|X13|18|802|||CL5||E170||||||||||||||||||||||||||||||||
4018905154380|4610316576304||PI|6|||||Y|Y|N|||||||||||||||||CT|||392|MMT|285|MMT|4018905154373|6|CP2|Y|RUP|12|1200|1|4500|||||||||||||||||||4339|||||||||N||||||||||||||||||||||||||||||||||||||||||
4035472764804|4610316576304||BI|1||Weihnachtsabend |   Weihnachtsabend | Пряники |N|N|Y|4035472764804|Haeberlein-Metzger|1|PCE|1400|GRM|||Y|60||Хайберлейн Метцгер|||10000045|DE|CA|148|MMT|274|MMT|150|MMT|||||||||||||||||||N|DE|||N|||||76481||||||||||800|GRM|X13|||||CL5||||||||||||||||||||||||||||||||||
4035472764811|4610316576304||PI|1|||||Y|Y|Y|||||1400|GRM|||||||||||CT|148|MMT|274|MMT|150|MMT|4035472764804|1|CP1||RUP||1500|1||||||||||||||||200||||76481|||||||||N||||||||||||||||||||||||||||||||||||||||||
4035472765504|4610316576304||BI|1||Elisen Schatulle  |   Elisen Schatulle  | Пряники |N|N|Y|4035472765504|Haeberlein-Metzger|1|PCE|275|GRM|||Y|60||Хайберлейн Метцгер|||10000045|DE|CA|52|MMT|155|MMT|95|MMT|||||||||||||||||||N|DE|||N|||||79031||||||||||150|GRM|X13|||||CL5||||||||||||||||||||||||||||||||||
4035472765511|4610316576304||PI|11|||||Y|Y|Y|||||3420|GRM|||||||||||CT|114|MMT|400|MMT|300|MMT|4035472765504|11|CP1||RUP||1500|1||||||||||||||||104||||76551|||||||||N||||||||||||||||||||||||||||||||||||||||||
4035472765702|4610316576304||BI|1||Burgdose |   Burgdose  | Пряники |N|N|Y|4035472765702|Haeberlein-Metzger|1|PCE|465|GRM|||Y|60||Хайберлейн Метцгер|||10000045|DE|CA|110|MMT|112|MMT|112|MMT|||||||||||||||||||N|DE|||N|||||76571||||||||||250|GRM|X13|||||CL5||||||||||||||||||||||||||||||||||
4035472765719|4610316576304||PI|8|||||Y|Y|Y|||||4000|GRM|||||||||||CT|114|MMT|400|MMT|300|MMT|4035472765702|8|CP1||RUP||1640|1||||||||||||||||104|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4035472766808|4610316576304||BI|1||Silberdose |  Silberdose  | Пряники |N|N|Y|4035472766808|Haeberlein Metzger|1|PCE|690|GRM|||Y|60||Хайберлейн Метцгер|||10000045|DE|CA|120|MMT|145|MMT|145|MMT|||||||||||||||||||N|DE|||N|||||||||||||||500|GRM|X13|||||CL5||||||||||||||||||||||||||||||||||
4035472766815|4610316576304||PI|5|||||Y|Y|Y|||||3767|GRM|||||||||||CT|122|MMT|422|MMT|300|MMT|4035472766808|5|CP1||RUP||1800|1||||||||||||||||84|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4035472767904|4610316576304||BI|1||Nurnberger Elisen-Lebkuchen 125|   Nurnberger Elisen-Lebkuchen 125|Нюрнбергские пряники 125г|N|N|Y|4035472767904|Haeberlein-Metzger|1|PCE|150|GRM|||Y|60||Хайберлейн Метцгер|||10000045|DE|CT|140|MMT|40|MMT|140|MMT|||||||||||||||||||N|DE|||N|||||76791||||||||||125|GRM|X13|8|802|HGM|1744|CL5|GRM|||||||||||||||||||||||||||||||||
4035472767911|4610316576304||PI|10|||||Y|Y|Y|||||2000|GRM|||||||||||CT|180|MMT|200|MMT|400|MMT|4035472767904|10|CP1||RUP||1700|1||||||||||||||||230|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4035472770102|4610316576304||BI|1||Feine weiche Oblaten Lebkuchen 200|   Feine weiche Oblaten Lebkuchen 200|Нюрнбергские пряники 200|N|N|Y|4035472770102|Haeberlein-Metzger|1|PCE|230|GRM|||Y|60||Хайберлейн Метцгер|||10000045|DE|CT|80|MMT|90|MMT|120|MMT|||||||||||||||||||N|DE|||N|||||77011||||||||||200|GRM|X13|8|802|HGM|1744|CL5|GRM|| сухой яичный белок,  какао масло,   Е1422, сливочный жир,  картофельный крахмал, регулятор кислотности: Е330| соль, эмульгатор: Е322.  ||||||||||||||||||||||||||||||
4035472770119|4610316576304||PI|21|||||Y|Y|Y|||||5100|GRM|||||||||||CT|335|MMT|555|MMT|255|MMT|4035472770102|21|CP1||RUP||1550|1||||||||||||||||34|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4035472771802|4610316576304||BI|1||Nurnberger Elisen-Lebkuchen 250|   Nurnberger Elisen-Lebkuchen 250|Нюрнбергские пряники 250г|N|N|Y|4035472771802|Haeberlein-Metzger|1|PCE|270|GRM|||Y|60||Хайберлейн Метцгер|||10000045|DE|BG|230|MMT|100|MMT|100|MMT|||||||||||||||||||N|DE|||N|||||77181||||||||||250|GRM|X13|8|802|HGM|1744|CL5|GRM|||||||||||||||||||||||||||||||||
4035472771819|4610316576304||PI|20|||||Y|Y|Y|||||5700|GRM|||||||||||CT|300|MMT|220|MMT|1000|MMT|4035472771802|20|CP1||RUP||1700|1||||||||||||||||40|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4035472790308|4610316576304||BI|1||Elisen Schatulle (blau) |   Elisen Schatulle (blau)  | Пряники |N|N|Y|4035472790308|Haeberlein-Metzger|1|PCE|275|GRM|||Y|60||Хайберлейн Метцгер|||10000045|DE|CA|52|MMT|155|MMT|95|MMT|||||||||||||||||||N|DE|||N|||||79031||||||||||150|GRM|X13|||||CL5||||||||||||||||||||||||||||||||||
4035472790315|4610316576304||PI|11|||||Y|Y|Y|||||3420|GRM|||||||||||CT|114|MMT|400|MMT|300|MMT|4035472790308|11|CP1||RUP||1500|1||||||||||||||||104|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
